source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
yellow_pages_1_27092,yelp_3_9561,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,187
yelp_2_1278,zomato_2_1593,yelp_2__zomato_2,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,188
yellow_pages_1_11100,yelp_3_3189,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,189
yelp_2_1936,zomato_2_3546,yelp_2__zomato_2,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,190
yellow_pages_1_18948,yelp_3_6724,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,191
yellow_pages_1_4277,yelp_2_1740,yellow_pages_1__yelp_2,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,192
yellow_pages_1_26095,yelp_3_8477,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,193
yellow_pages_1_12177,yelp_3_4133,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,194
yellow_pages_1_24645,yelp_3_8346,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,195
yellow_pages_1_28157,yelp_3_9588,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,196
yellow_pages_1_24063,yelp_3_8347,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,197
yellow_pages_1_16242,yelp_3_5180,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,198
yellow_pages_1_24430,yelp_2_1425,yellow_pages_1__yelp_2,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,199
yellow_pages_1_16024,yelp_3_5162,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,200
yellow_pages_1_26738,yelp_3_9325,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,201
yellow_pages_1_23504,yelp_3_8892,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,202
yellow_pages_1_5871,yelp_2_1660,yellow_pages_1__yelp_2,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,203
yellow_pages_1_25733,yelp_3_8400,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,204
yellow_pages_1_19943,yelp_3_6743,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,205
yellow_pages_1_23504,yelp_3_8627,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,206
yellow_pages_1_24163,yelp_2_1318,yellow_pages_1__yelp_2,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,207
yellow_pages_1_25692,yelp_3_8008,yellow_pages_1__yelp_3,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,208
yellow_pages_1_25623,zomato_2_1990,yellow_pages_1__zomato_2,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,209
yellow_pages_1_15864,yelp_3_5500,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,210
yellow_pages_1_17821,yelp_3_6269,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,211
