source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
yellow_pages_1_4926,yelp_3_1962,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0,disagreement_post_graph,162
yellow_pages_1_4203,yelp_3_1012,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.3333333333333333,3.0,disagreement_post_graph,163
yellow_pages_1_17821,yelp_3_6323,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,disagreement_post_graph,164
yelp_2_2035,yelp_3_1119,yelp_2__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.125,8.0,disagreement_post_graph,165
yelp_2_1670,zomato_2_3597,yelp_2__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, True)",1.0,0.0,disagreement_post_graph,166
yelp_2_2133,zomato_2_2511,yelp_2__zomato_2,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.08333333333333333,12.0,disagreement_post_graph,167
yellow_pages_1_17811,yelp_3_6525,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.14285714285714285,7.0,disagreement_post_graph,168
yellow_pages_1_21297,yelp_3_7879,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,disagreement_post_graph,169
yellow_pages_1_7120,yelp_3_2802,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,170
yellow_pages_1_26699,yelp_3_9557,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,171
yelp_2_1702,zomato_2_3500,yelp_2__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,disagreement_post_graph,172
yellow_pages_1_21112,yelp_3_7291,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.5,2.0,disagreement_post_graph,173
yellow_pages_1_13501,yelp_3_4537,yellow_pages_1__yelp_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0,disagreement_post_graph,174
yelp_2_997,zomato_2_1799,yelp_2__zomato_2,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.25,4.0,disagreement_post_graph,175
yellow_pages_1_17541,yelp_3_5609,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.14285714285714285,7.0,disagreement_post_graph,176
yellow_pages_1_22156,yelp_3_7618,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,177
yelp_2_767,zomato_2_1714,yelp_2__zomato_2,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, False, True)",0.25,4.0,disagreement_post_graph,178
yellow_pages_1_25365,yelp_2_1274,yellow_pages_1__yelp_2,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0,disagreement_post_graph,179
yellow_pages_1_17811,yelp_3_6269,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,disagreement_post_graph,180
yellow_pages_1_18492,yelp_3_6028,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.16666666666666666,6.0,disagreement_post_graph,181
yellow_pages_1_28206,yelp_3_9876,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0,disagreement_post_graph,182
yelp_2_3845,zomato_2_6921,yelp_2__zomato_2,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.25,4.0,disagreement_post_graph,183
yellow_pages_1_6426,yelp_2_382,yellow_pages_1__yelp_2,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,disagreement_post_graph,184
yellow_pages_1_23742,yelp_3_8145,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,disagreement_post_graph,185
yellow_pages_1_13581,yelp_3_4029,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,disagreement_post_graph,186
yellow_pages_1_7722,yelp_2_204,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.2,5.0,disagreement_post_graph,187
yelp_2_2360,zomato_2_2909,yelp_2__zomato_2,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.1111111111111111,9.0,disagreement_post_graph,188
yellow_pages_1_4501,zomato_2_2511,yellow_pages_1__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,disagreement_post_graph,189
yellow_pages_1_3277,yelp_3_1679,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,disagreement_post_graph,190
yellow_pages_1_26443,yelp_3_9619,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, True)",1.0,0.0,disagreement_post_graph,191
yellow_pages_1_27063,yelp_3_9528,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.3333333333333333,3.0,disagreement_post_graph,192
yellow_pages_1_17684,yelp_3_6289,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.25,4.0,disagreement_post_graph,193
yellow_pages_1_25172,yelp_3_8065,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.25,4.0,disagreement_post_graph,194
yellow_pages_1_3032,yelp_2_2151,yellow_pages_1__yelp_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,195
yellow_pages_1_1586,zomato_2_6784,yellow_pages_1__zomato_2,False,False,0.4,,,,,,1.0,0.4,"(False, False, True, False, True)",0.25,4.0,disagreement_post_graph,196
yellow_pages_1_7568,yelp_3_2269,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.2,5.0,disagreement_post_graph,197
yellow_pages_1_26358,yelp_3_8150,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, False, True)",1.0,0.0,disagreement_post_graph,198
yellow_pages_1_22839,yelp_3_7153,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,disagreement_post_graph,199
yellow_pages_1_20221,yelp_3_6379,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, True, False)",1.0,0.0,disagreement_post_graph,200
yelp_2_1920,zomato_2_4329,yelp_2__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,disagreement_post_graph,201
yellow_pages_1_28786,yelp_3_9419,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.16666666666666666,6.0,disagreement_post_graph,202
yellow_pages_1_26208,yelp_3_8380,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.2,5.0,disagreement_post_graph,203
yellow_pages_1_10688,yelp_3_3792,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,204
yellow_pages_1_8315,zomato_2_795,yellow_pages_1__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,disagreement_post_graph,205
yelp_2_824,yelp_3_8380,yelp_2__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,disagreement_post_graph,206
yellow_pages_1_25405,yelp_3_8510,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,207
yellow_pages_1_20955,yelp_3_7562,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph,208
yellow_pages_1_5438,zomato_2_3643,yellow_pages_1__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,disagreement_post_graph,209
yellow_pages_1_13889,yelp_3_4448,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,disagreement_post_graph,210
yellow_pages_1_13675,yelp_3_4356,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.25,4.0,disagreement_post_graph,211
